,SessionId,VisitorId,ShopperId,serverTime,PageName,PageSection,PageStage,ActualDeviceUIType,UserAgent,_new_repeat,_visit_number,channel_id,customer_detail,CouponCode,OperatingSystem,ComboIdSelected,TilePositionSelected,PageNumberSelected,PerPageSelected,SessionStepSelected,GalleryActionSelected,ProjectFlowSelected,GeoCountry,GeoRegion,GeoState,GeoCity,GeoPostalCode,combo_id,attribute_id,attribute_name,attribute_value
1221,3675,3657,2,20773,20,0,0,1,519,0,0,3,2,97,0,4045,0,0,0,1,0,0,0,38,38,2050,4577,4045,1362,Color,Blue
1222,3675,3657,2,20773,20,0,0,1,519,0,0,3,2,97,0,4045,0,0,0,1,0,0,0,38,38,2050,4577,4045,1362,Color,Pink
1231,3680,3661,2,21132,20,0,0,0,1075,0,0,17,2,22,5,4045,2,0,0,85,0,1,0,22,22,2424,1279,4045,1362,Color,Blue
1232,3680,3661,2,21132,20,0,0,0,1075,0,0,17,2,22,5,4045,2,0,0,85,0,1,0,22,22,2424,1279,4045,1362,Color,Pink
1241,3705,3686,2,750,23,0,0,0,1012,0,19,22,2,22,5,4045,46,0,0,274,0,1,0,11,11,933,2130,4045,1362,Color,Blue
1242,3705,3686,2,750,23,0,0,0,1012,0,19,22,2,22,5,4045,46,0,0,274,0,1,0,11,11,933,2130,4045,1362,Color,Pink
1251,3775,3756,2,4384,20,0,0,1,1376,0,0,5,2,97,2,4045,0,0,0,1,0,1,0,7,7,720,5215,4045,1362,Color,Blue
1252,3775,3756,2,4384,20,0,0,1,1376,0,0,5,2,97,2,4045,0,0,0,1,0,1,0,7,7,720,5215,4045,1362,Color,Pink
1261,3780,3760,2,4675,20,0,0,1,1376,0,0,17,2,22,2,4045,46,0,0,1,0,1,0,40,40,1978,1167,4045,1362,Color,Blue
1262,3780,3760,2,4675,20,0,0,1,1376,0,0,17,2,22,2,4045,46,0,0,1,0,1,0,40,40,1978,1167,4045,1362,Color,Pink
1271,3888,3869,2,2192,20,0,0,1,442,0,0,5,2,97,0,4045,46,0,0,115,0,1,0,16,16,666,3916,4045,1362,Color,Blue
1272,3888,3869,2,2192,20,0,0,1,442,0,0,5,2,97,0,4045,46,0,0,115,0,1,0,16,16,666,3916,4045,1362,Color,Pink
1281,3936,3917,1391,6454,20,0,0,0,1012,1,0,17,90,22,5,4045,68,0,0,115,0,1,0,29,29,2797,1808,4045,1362,Color,Blue
1282,3936,3917,1391,6454,20,0,0,0,1012,1,0,17,90,22,5,4045,68,0,0,115,0,1,0,29,29,2797,1808,4045,1362,Color,Pink
1291,3936,3917,1391,6461,20,0,0,0,1012,1,0,17,90,22,5,4045,68,0,0,115,3,1,0,29,29,2797,1808,4045,1362,Color,Blue
1292,3936,3917,1391,6461,20,0,0,0,1012,1,0,17,90,22,5,4045,68,0,0,115,3,1,0,29,29,2797,1808,4045,1362,Color,Pink
1301,3936,3917,1391,6536,20,0,0,0,1012,1,0,17,90,22,5,4045,0,0,0,115,1,1,0,29,29,2797,1808,4045,1362,Color,Blue
1302,3936,3917,1391,6536,20,0,0,0,1012,1,0,17,90,22,5,4045,0,0,0,115,1,1,0,29,29,2797,1808,4045,1362,Color,Pink
1311,3985,3968,2,70694,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,85,0,1,0,45,45,2504,5025,4045,1362,Color,Blue
1312,3985,3968,2,70694,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,85,0,1,0,45,45,2504,5025,4045,1362,Color,Pink
1321,3985,3968,2,70719,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,85,0,1,0,45,45,2504,5025,4045,1362,Color,Blue
1322,3985,3968,2,70719,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,85,0,1,0,45,45,2504,5025,4045,1362,Color,Pink
1331,3985,3968,2,71444,20,0,0,1,1376,0,0,1,2,0,2,4045,46,0,0,96,3,1,0,45,45,2504,5025,4045,1362,Color,Blue
1332,3985,3968,2,71444,20,0,0,1,1376,0,0,1,2,0,2,4045,46,0,0,96,3,1,0,45,45,2504,5025,4045,1362,Color,Pink
1341,3985,3968,2,71862,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Blue
1342,3985,3968,2,71862,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Pink
1351,3985,3968,2,71876,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Blue
1352,3985,3968,2,71876,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Pink
1361,3985,3968,2,71943,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Blue
1362,3985,3968,2,71943,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Pink
1371,3985,3968,2,71967,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Blue
1372,3985,3968,2,71967,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,0,1,0,45,45,2504,5025,4045,1362,Color,Pink
1381,3985,3968,2,72061,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,1,1,0,45,45,2504,5025,4045,1362,Color,Blue
1382,3985,3968,2,72061,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,96,1,1,0,45,45,2504,5025,4045,1362,Color,Pink
1391,4055,4039,2,72711,20,0,0,0,1012,0,0,22,2,22,5,4045,46,0,0,1,0,1,0,45,45,2452,4678,4045,1362,Color,Blue
1392,4055,4039,2,72711,20,0,0,0,1012,0,0,22,2,22,5,4045,46,0,0,1,0,1,0,45,45,2452,4678,4045,1362,Color,Pink
1401,3985,3968,2,72955,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,126,0,1,0,45,45,2504,5025,4045,1362,Color,Blue
1402,3985,3968,2,72955,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,126,0,1,0,45,45,2504,5025,4045,1362,Color,Pink
1411,3985,3968,2,72968,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,126,1,1,0,45,45,2504,5025,4045,1362,Color,Blue
1412,3985,3968,2,72968,20,0,0,1,1376,0,0,1,2,0,2,4045,0,0,0,126,1,1,0,45,45,2504,5025,4045,1362,Color,Pink
1421,4061,4045,2,73447,20,0,0,0,1012,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,46,46,1837,5355,4045,1362,Color,Blue
1422,4061,4045,2,73447,20,0,0,0,1012,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,46,46,1837,5355,4045,1362,Color,Pink
1431,4067,4051,2,73787,20,0,0,0,1100,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,50,50,892,3732,4045,1362,Color,Blue
1432,4067,4051,2,73787,20,0,0,0,1100,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,50,50,892,3732,4045,1362,Color,Pink
1441,4137,4121,2,11563,20,0,0,1,215,0,0,22,2,22,0,4045,46,0,0,1,0,1,0,50,50,1638,3691,4045,1362,Color,Blue
1442,4137,4121,2,11563,20,0,0,1,215,0,0,22,2,22,0,4045,46,0,0,1,0,1,0,50,50,1638,3691,4045,1362,Color,Pink
1451,4182,4165,2,15249,23,0,0,1,688,0,0,22,2,22,0,4045,0,0,0,1,0,1,0,36,36,1080,869,4045,1362,Color,Blue
1452,4182,4165,2,15249,23,0,0,1,688,0,0,22,2,22,0,4045,0,0,0,1,0,1,0,36,36,1080,869,4045,1362,Color,Pink
1461,4366,4347,2,8097,20,0,0,0,988,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,51,51,1201,1552,4045,1362,Color,Blue
1462,4366,4347,2,8097,20,0,0,0,988,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,51,51,1201,1552,4045,1362,Color,Pink
1471,4367,4348,2,8108,23,0,0,0,1100,0,0,22,2,22,5,4045,46,0,0,41,0,0,0,7,7,1571,5198,4045,1362,Color,Blue
1472,4367,4348,2,8108,23,0,0,0,1100,0,0,22,2,22,5,4045,46,0,0,41,0,0,0,7,7,1571,5198,4045,1362,Color,Pink
1481,4384,4365,1542,9199,20,0,0,0,1012,1,11,1,39,98,5,4045,46,0,0,1,0,1,0,6,6,2521,6051,4045,1362,Color,Blue
1482,4384,4365,1542,9199,20,0,0,0,1012,1,11,1,39,98,5,4045,46,0,0,1,0,1,0,6,6,2521,6051,4045,1362,Color,Pink
1491,4390,4371,2,9732,20,0,0,0,988,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,5,5,2209,5418,4045,1362,Color,Blue
1492,4390,4371,2,9732,20,0,0,0,988,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,5,5,2209,5418,4045,1362,Color,Pink
1501,4455,4434,2,4529,32,0,0,1,565,0,11,17,2,61,0,4045,46,0,0,321,0,0,0,31,31,2067,4365,4045,1362,Color,Blue
1502,4455,4434,2,4529,32,0,0,1,565,0,11,17,2,61,0,4045,46,0,0,321,0,0,0,31,31,2067,4365,4045,1362,Color,Pink
1511,4565,4543,2,96240,20,0,0,0,1160,0,0,17,2,22,5,4045,0,0,0,1,0,1,0,7,7,24,5280,4045,1362,Color,Blue
1512,4565,4543,2,96240,20,0,0,0,1160,0,0,17,2,22,5,4045,0,0,0,1,0,1,0,7,7,24,5280,4045,1362,Color,Pink
1521,4625,4601,2,98521,20,0,0,0,904,0,0,22,2,22,4,4045,46,0,0,1,0,1,0,12,12,1237,2100,4045,1362,Color,Blue
1522,4625,4601,2,98521,20,0,0,0,904,0,0,22,2,22,4,4045,46,0,0,1,0,1,0,12,12,1237,2100,4045,1362,Color,Pink
1531,4637,4613,1623,99149,20,0,0,0,1048,1,19,17,39,22,5,4045,0,0,0,1,0,1,0,8,8,915,294,4045,1362,Color,Blue
1532,4637,4613,1623,99149,20,0,0,0,1048,1,19,17,39,22,5,4045,0,0,0,1,0,1,0,8,8,915,294,4045,1362,Color,Pink
1541,4654,4630,2,3386,20,0,0,1,586,0,0,22,2,22,0,4045,0,0,0,294,0,1,0,45,45,1274,4921,4045,1362,Color,Blue
1542,4654,4630,2,3386,20,0,0,1,586,0,0,22,2,22,0,4045,0,0,0,294,0,1,0,45,45,1274,4921,4045,1362,Color,Pink
1551,4654,4630,2,3536,20,0,0,1,586,0,0,22,2,22,0,4045,0,0,0,294,0,1,0,45,45,1274,4921,4045,1362,Color,Blue
1552,4654,4630,2,3536,20,0,0,1,586,0,0,22,2,22,0,4045,0,0,0,294,0,1,0,45,45,1274,4921,4045,1362,Color,Pink
1561,4802,4775,2,69619,32,0,0,0,1048,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,11,11,1010,2216,4045,1362,Color,Blue
1562,4802,4775,2,69619,32,0,0,0,1048,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,11,11,1010,2216,4045,1362,Color,Pink
1571,4788,4762,2,74241,32,0,0,0,1012,0,0,22,2,22,5,4045,2,0,0,105,0,0,0,39,39,2492,6308,4045,1362,Color,Blue
1572,4788,4762,2,74241,32,0,0,0,1012,0,0,22,2,22,5,4045,2,0,0,105,0,0,0,39,39,2492,6308,4045,1362,Color,Pink
1581,4887,4860,1722,74554,20,0,0,0,988,1,0,1,68,0,5,4045,0,0,0,1,0,1,0,29,29,1558,1700,4045,1362,Color,Blue
1582,4887,4860,1722,74554,20,0,0,0,988,1,0,1,68,0,5,4045,0,0,0,1,0,1,0,29,29,1558,1700,4045,1362,Color,Pink
1591,4888,4861,2,74655,20,0,0,0,1100,0,0,22,2,22,5,4045,24,0,0,1,0,1,0,50,50,2331,3675,4045,1362,Color,Blue
1592,4888,4861,2,74655,20,0,0,0,1100,0,0,22,2,22,5,4045,24,0,0,1,0,1,0,50,50,2331,3675,4045,1362,Color,Pink
1601,4888,4861,2,75544,20,0,0,0,1100,0,0,22,2,22,5,4045,0,0,0,343,0,1,0,50,50,2331,3675,4045,1362,Color,Blue
1602,4888,4861,2,75544,20,0,0,0,1100,0,0,22,2,22,5,4045,0,0,0,343,0,1,0,50,50,2331,3675,4045,1362,Color,Pink
1611,4947,4919,2,95374,20,0,0,1,1339,0,0,17,2,0,2,4045,0,0,0,1,0,1,0,45,45,0,0,4045,1362,Color,Blue
1612,4947,4919,2,95374,20,0,0,1,1339,0,0,17,2,0,2,4045,0,0,0,1,0,1,0,45,45,0,0,4045,1362,Color,Pink
1621,4987,4958,1761,97106,20,0,0,0,989,1,0,17,56,0,5,4045,46,0,0,1,0,1,0,26,26,0,0,4045,1362,Color,Blue
1622,4987,4958,1761,97106,20,0,0,0,989,1,0,17,56,0,5,4045,46,0,0,1,0,1,0,26,26,0,0,4045,1362,Color,Pink
1631,5011,4981,2,97596,20,0,0,0,1049,0,11,17,2,0,5,4045,0,0,0,274,0,1,0,45,45,2898,5129,4045,1362,Color,Blue
1632,5011,4981,2,97596,20,0,0,0,1049,0,11,17,2,0,5,4045,0,0,0,274,0,1,0,45,45,2898,5129,4045,1362,Color,Pink
1641,5026,4997,2,98491,23,0,0,1,1319,0,0,1,2,0,2,4045,46,0,0,1,0,1,0,6,6,3082,5683,4045,1362,Color,Blue
1642,5026,4997,2,98491,23,0,0,1,1319,0,0,1,2,0,2,4045,46,0,0,1,0,1,0,6,6,3082,5683,4045,1362,Color,Pink
1651,5026,4997,2,98530,23,0,0,1,1319,0,0,1,2,0,2,4045,0,0,0,1,0,1,0,6,6,3082,5683,4045,1362,Color,Blue
1652,5026,4997,2,98530,23,0,0,1,1319,0,0,1,2,0,2,4045,0,0,0,1,0,1,0,6,6,3082,5683,4045,1362,Color,Pink
1661,5074,5044,2,22878,20,0,0,1,1319,0,28,5,2,97,2,4045,0,0,0,332,0,1,0,0,0,0,0,4045,1362,Color,Blue
1662,5074,5044,2,22878,20,0,0,1,1319,0,28,5,2,97,2,4045,0,0,0,332,0,1,0,0,0,0,0,4045,1362,Color,Pink
1671,5074,5044,2,22937,20,0,0,1,1319,0,28,5,2,97,2,4045,0,0,0,332,0,1,0,0,0,0,0,4045,1362,Color,Blue
1672,5074,5044,2,22937,20,0,0,1,1319,0,28,5,2,97,2,4045,0,0,0,332,0,1,0,0,0,0,0,4045,1362,Color,Pink
1681,5122,5092,2,24397,20,0,0,0,1081,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,45,45,1274,4874,4045,1362,Color,Blue
1682,5122,5092,2,24397,20,0,0,0,1081,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,45,45,1274,4874,4045,1362,Color,Pink
1691,5195,5163,2,9,20,0,0,0,973,0,0,17,2,61,5,4045,0,0,0,1,0,1,0,29,29,3107,1765,4045,1362,Color,Blue
1692,5195,5163,2,9,20,0,0,0,973,0,0,17,2,61,5,4045,0,0,0,1,0,1,0,29,29,3107,1765,4045,1362,Color,Pink
1701,5195,5163,2,58,20,0,0,0,973,0,0,17,2,61,5,4045,0,0,0,1,0,1,0,29,29,3107,1765,4045,1362,Color,Blue
1702,5195,5163,2,58,20,0,0,0,973,0,0,17,2,61,5,4045,0,0,0,1,0,1,0,29,29,3107,1765,4045,1362,Color,Pink
1711,5242,5209,2,3321,32,0,0,0,916,0,0,22,2,22,4,4045,0,0,0,115,0,1,0,45,45,982,4813,4045,1362,Color,Blue
1712,5242,5209,2,3321,32,0,0,0,916,0,0,22,2,22,4,4045,0,0,0,115,0,1,0,45,45,982,4813,4045,1362,Color,Pink
1721,5399,5365,2,91636,23,0,0,0,1012,0,0,17,2,0,5,4045,0,0,0,1,0,1,0,44,44,2030,2813,4045,1362,Color,Blue
1722,5399,5365,2,91636,23,0,0,0,1012,0,0,17,2,0,5,4045,0,0,0,1,0,1,0,44,44,2030,2813,4045,1362,Color,Pink
1731,5575,5541,2,88338,20,0,0,0,784,0,0,2,2,33,4,4045,46,0,0,115,0,1,0,38,38,2741,4640,4045,1362,Color,Blue
1732,5575,5541,2,88338,20,0,0,0,784,0,0,2,2,33,4,4045,46,0,0,115,0,1,0,38,38,2741,4640,4045,1362,Color,Pink
1741,5575,5541,2,88419,20,0,0,0,784,0,0,2,2,33,4,4045,46,0,0,115,2,1,0,38,38,2741,4640,4045,1362,Color,Blue
1742,5575,5541,2,88419,20,0,0,0,784,0,0,2,2,33,4,4045,46,0,0,115,2,1,0,38,38,2741,4640,4045,1362,Color,Pink
1751,5613,5579,2015,90117,23,0,0,0,1100,1,0,22,90,33,5,4045,46,0,0,1,0,1,0,16,16,448,4149,4045,1362,Color,Blue
1752,5613,5579,2015,90117,23,0,0,0,1100,1,0,22,90,33,5,4045,46,0,0,1,0,1,0,16,16,448,4149,4045,1362,Color,Pink
1761,5620,5586,2019,90574,23,0,0,0,817,1,19,22,3,33,4,4045,57,0,0,207,0,1,0,36,36,1938,587,4045,1362,Color,Blue
1762,5620,5586,2019,90574,23,0,0,0,817,1,19,22,3,33,4,4045,57,0,0,207,0,1,0,36,36,1938,587,4045,1362,Color,Pink
1771,5620,5586,2019,91292,23,0,0,0,817,1,19,22,3,33,4,4045,57,0,0,207,3,1,0,36,36,1938,587,4045,1362,Color,Blue
1772,5620,5586,2019,91292,23,0,0,0,817,1,19,22,3,33,4,4045,57,0,0,207,3,1,0,36,36,1938,587,4045,1362,Color,Pink
1781,5735,5697,2057,89516,20,0,0,0,968,1,0,1,141,0,5,4045,0,0,0,1,0,1,0,6,6,2031,6150,4045,1362,Color,Blue
1782,5735,5697,2057,89516,20,0,0,0,968,1,0,1,141,0,5,4045,0,0,0,1,0,1,0,6,6,2031,6150,4045,1362,Color,Pink
1791,5861,5820,2,92349,23,0,0,1,1376,0,19,22,2,0,2,4045,46,0,0,343,0,1,0,45,45,680,4721,4045,1362,Color,Blue
1792,5861,5820,2,92349,23,0,0,1,1376,0,19,22,2,0,2,4045,46,0,0,343,0,1,0,45,45,680,4721,4045,1362,Color,Pink
1801,5944,5904,2,874,20,0,0,0,919,0,11,5,2,97,4,4045,0,0,0,1,0,1,0,11,11,2804,2442,4045,1362,Color,Blue
1802,5944,5904,2,874,20,0,0,0,919,0,11,5,2,97,4,4045,0,0,0,1,0,1,0,11,11,2804,2442,4045,1362,Color,Pink
1811,6014,5977,2,6483,20,0,0,2,1239,0,0,5,2,97,2,4045,0,0,0,1,0,1,0,11,11,1760,2338,4045,1362,Color,Blue
1812,6014,5977,2,6483,20,0,0,2,1239,0,0,5,2,97,2,4045,0,0,0,1,0,1,0,11,11,1760,2338,4045,1362,Color,Pink
1821,6273,6229,2,91742,20,0,0,1,1330,0,0,22,2,33,2,4045,46,0,0,207,0,1,0,12,12,917,1996,4045,1362,Color,Blue
1822,6273,6229,2,91742,20,0,0,1,1330,0,0,22,2,33,2,4045,46,0,0,207,0,1,0,12,12,917,1996,4045,1362,Color,Pink
1831,6415,6368,2,91028,15,0,0,0,1100,0,0,22,2,33,5,4045,46,0,0,96,0,1,0,26,26,1483,4200,4045,1362,Color,Blue
1832,6415,6368,2,91028,15,0,0,0,1100,0,0,22,2,33,5,4045,46,0,0,96,0,1,0,26,26,1483,4200,4045,1362,Color,Pink
1841,6415,6368,2,91055,15,0,0,0,1100,0,0,22,2,33,5,4045,46,0,0,96,3,1,0,26,26,1483,4200,4045,1362,Color,Blue
1842,6415,6368,2,91055,15,0,0,0,1100,0,0,22,2,33,5,4045,46,0,0,96,3,1,0,26,26,1483,4200,4045,1362,Color,Pink
1851,6434,6387,2,92784,20,0,0,0,968,0,0,3,2,33,5,4045,46,0,0,1,0,0,0,20,20,3043,4486,4045,1362,Color,Blue
1852,6434,6387,2,92784,20,0,0,0,968,0,0,3,2,33,5,4045,46,0,0,1,0,0,0,20,20,3043,4486,4045,1362,Color,Pink
1861,6555,6505,2,28192,20,0,0,0,1100,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,6,6,1019,5938,4045,1362,Color,Blue
1862,6555,6505,2,28192,20,0,0,0,1100,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,6,6,1019,5938,4045,1362,Color,Pink
1871,6627,6576,2375,96044,25,0,0,0,852,0,33,5,0,97,4,4045,2,0,0,343,1,1,0,28,28,315,3902,4045,1362,Color,Blue
1872,6627,6576,2375,96044,25,0,0,0,852,0,33,5,0,97,4,4045,2,0,0,343,1,1,0,28,28,315,3902,4045,1362,Color,Pink
1881,6627,6576,2375,97656,25,0,0,0,852,0,33,5,0,97,4,4045,2,0,0,2,1,1,0,28,28,315,3902,4045,1362,Color,Blue
1882,6627,6576,2375,97656,25,0,0,0,852,0,33,5,0,97,4,4045,2,0,0,2,1,1,0,28,28,315,3902,4045,1362,Color,Pink
1891,6801,6747,2437,5333,20,0,0,1,1376,0,0,21,0,5,2,4045,0,0,0,1,0,1,0,40,40,422,963,4045,1362,Color,Blue
1892,6801,6747,2437,5333,20,0,0,1,1376,0,0,21,0,5,2,4045,0,0,0,1,0,1,0,40,40,422,963,4045,1362,Color,Pink
1901,6801,6747,2437,5340,20,0,0,1,1376,0,0,21,0,5,2,4045,0,0,0,1,0,1,0,40,40,422,963,4045,1362,Color,Blue
1902,6801,6747,2437,5340,20,0,0,1,1376,0,0,21,0,5,2,4045,0,0,0,1,0,1,0,40,40,422,963,4045,1362,Color,Pink
1911,6903,6849,2,24501,20,0,0,0,1100,0,11,22,2,22,5,4045,0,0,0,310,0,0,0,6,6,96,6170,4045,1362,Color,Blue
1912,6903,6849,2,24501,20,0,0,0,1100,0,11,22,2,22,5,4045,0,0,0,310,0,0,0,6,6,96,6170,4045,1362,Color,Pink
1921,6929,6875,2,25884,20,0,0,0,1012,0,0,17,2,97,5,4045,0,0,0,1,0,1,0,40,40,1847,1123,4045,1362,Color,Blue
1922,6929,6875,2,25884,20,0,0,0,1012,0,0,17,2,97,5,4045,0,0,0,1,0,1,0,40,40,1847,1123,4045,1362,Color,Pink
1931,6903,6849,2,26702,20,0,0,0,1100,0,11,22,2,22,5,4045,0,0,0,218,0,0,0,6,6,96,6170,4045,1362,Color,Blue
1932,6903,6849,2,26702,20,0,0,0,1100,0,11,22,2,22,5,4045,0,0,0,218,0,0,0,6,6,96,6170,4045,1362,Color,Pink
1941,7036,6980,2523,25285,20,0,0,0,1012,1,0,17,39,0,5,4045,0,0,0,275,0,0,0,6,6,1206,5883,4045,1362,Color,Blue
1942,7036,6980,2523,25285,20,0,0,0,1012,1,0,17,39,0,5,4045,0,0,0,275,0,0,0,6,6,1206,5883,4045,1362,Color,Pink
1951,7036,6980,2523,25303,20,0,0,0,1012,1,0,17,39,0,5,4045,0,0,0,275,0,0,0,6,6,1206,5883,4045,1362,Color,Blue
1952,7036,6980,2523,25303,20,0,0,0,1012,1,0,17,39,0,5,4045,0,0,0,275,0,0,0,6,6,1206,5883,4045,1362,Color,Pink
1961,7036,6980,2523,25354,20,0,0,0,1012,1,0,17,39,0,5,4045,0,0,0,275,1,0,0,6,6,1206,5883,4045,1362,Color,Blue
1962,7036,6980,2523,25354,20,0,0,0,1012,1,0,17,39,0,5,4045,0,0,0,275,1,0,0,6,6,1206,5883,4045,1362,Color,Pink
1971,7053,6996,2530,25805,32,0,0,0,1012,1,0,5,109,97,5,4045,57,0,0,1,0,0,0,12,12,671,1944,4045,1362,Color,Blue
1972,7053,6996,2530,25805,32,0,0,0,1012,1,0,5,109,97,5,4045,57,0,0,1,0,0,0,12,12,671,1944,4045,1362,Color,Pink
1981,7142,7084,2,23777,32,0,0,0,988,0,0,17,2,22,5,4045,46,0,0,1,0,0,0,4,4,234,4537,4045,1362,Color,Blue
1982,7142,7084,2,23777,32,0,0,0,988,0,0,17,2,22,5,4045,46,0,0,1,0,0,0,4,4,234,4537,4045,1362,Color,Pink
1991,7188,7130,2,26805,20,0,0,0,988,0,0,22,2,22,5,4045,0,0,0,310,0,0,0,22,22,2627,1291,4045,1362,Color,Blue
1992,7188,7130,2,26805,20,0,0,0,988,0,0,22,2,22,5,4045,0,0,0,310,0,0,0,22,22,2627,1291,4045,1362,Color,Pink
2001,7136,7078,2,29529,32,0,0,1,1376,0,0,1,2,0,2,4045,1,0,0,52,0,1,0,45,45,1274,4906,4045,1362,Color,Blue
2002,7136,7078,2,29529,32,0,0,1,1376,0,0,1,2,0,2,4045,1,0,0,52,0,1,0,45,45,1274,4906,4045,1362,Color,Pink
2011,7264,7206,2,23496,20,0,0,1,1304,0,0,5,2,97,2,4045,0,193,0,105,0,1,0,6,6,425,5741,4045,1362,Color,Blue
2012,7264,7206,2,23496,20,0,0,1,1304,0,0,5,2,97,2,4045,0,193,0,105,0,1,0,6,6,425,5741,4045,1362,Color,Pink
2021,7264,7206,2,23544,20,0,0,1,1304,0,0,5,2,97,2,4045,0,193,0,105,0,1,0,6,6,425,5741,4045,1362,Color,Blue
2022,7264,7206,2,23544,20,0,0,1,1304,0,0,5,2,97,2,4045,0,193,0,105,0,1,0,6,6,425,5741,4045,1362,Color,Pink
2031,7264,7206,2,25927,20,0,0,1,1304,0,0,5,2,97,2,4045,4,193,0,159,3,1,0,6,6,425,5741,4045,1362,Color,Blue
2032,7264,7206,2,25927,20,0,0,1,1304,0,0,5,2,97,2,4045,4,193,0,159,3,1,0,6,6,425,5741,4045,1362,Color,Pink
2041,7310,7252,2,26874,20,0,0,1,1376,0,0,1,2,97,2,4045,0,0,0,1,0,1,0,6,6,69,5934,4045,1362,Color,Blue
2042,7310,7252,2,26874,20,0,0,1,1376,0,0,1,2,97,2,4045,0,0,0,1,0,1,0,6,6,69,5934,4045,1362,Color,Pink
2051,7375,7317,2,31171,20,0,0,1,593,0,0,1,2,0,0,4045,0,193,0,52,0,1,0,6,6,1600,5636,4045,1362,Color,Blue
2052,7375,7317,2,31171,20,0,0,1,593,0,0,1,2,0,0,4045,0,193,0,52,0,1,0,6,6,1600,5636,4045,1362,Color,Pink
2061,7375,7317,2,31186,20,0,0,1,593,0,0,1,2,0,0,4045,0,193,0,52,0,1,0,6,6,1600,5636,4045,1362,Color,Blue
2062,7375,7317,2,31186,20,0,0,1,593,0,0,1,2,0,0,4045,0,193,0,52,0,1,0,6,6,1600,5636,4045,1362,Color,Pink
2071,7430,7372,2663,33243,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,0,1,0,36,36,1938,573,4045,1362,Color,Blue
2072,7430,7372,2663,33243,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,0,1,0,36,36,1938,573,4045,1362,Color,Pink
2081,7430,7372,2663,33263,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,3,1,0,36,36,1938,573,4045,1362,Color,Blue
2082,7430,7372,2663,33263,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,3,1,0,36,36,1938,573,4045,1362,Color,Pink
2091,7430,7372,2663,33660,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,0,1,0,36,36,1938,573,4045,1362,Color,Blue
2092,7430,7372,2663,33660,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,0,1,0,36,36,1938,573,4045,1362,Color,Pink
2101,7430,7372,2663,33780,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,3,1,0,36,36,1938,573,4045,1362,Color,Blue
2102,7430,7372,2663,33780,23,0,0,0,916,1,11,17,39,22,4,4045,35,0,0,115,3,1,0,36,36,1938,573,4045,1362,Color,Pink
2111,7430,7372,2663,33799,23,0,0,0,916,1,11,17,39,22,4,4045,0,0,0,115,1,1,0,36,36,1938,573,4045,1362,Color,Blue
2112,7430,7372,2663,33799,23,0,0,0,916,1,11,17,39,22,4,4045,0,0,0,115,1,1,0,36,36,1938,573,4045,1362,Color,Pink
